"client_id","gender","age","membership_id","membership_duration","visit_count","fitness_category_count","total_visit_cost","fitness_category_crossfit","fitness_category_goboxing","fitness_category_АКАДЕМИЯ_ИЛЬИНА","fitness_category_ВОСТОЧНЫЕ_ЕДИНОБОРСТВА","fitness_category_ГРУППОВЫЕ_ПРОГРАММЫ","fitness_category_ДЕТСКИЙ_КЛУБ","fitness_category_ТРЕНАЖЕРНЫЙ_ЗАЛ","fitness_category_СТУДИЯ_ЙОГИ_ШАКТИ","fitness_category_ВОДНЫЕ_ПРОГРАММЫ","active"
992,"1","18",6,"1292.7500000000000000","81","3","65570850.00",0,1,0,0,0,0,1,0,1,1
993,"1","34",3,"346.0000000000000000","63","3","23786700.00",0,0,0,0,1,0,1,1,0,0
994,"0","35",10,"179.0000000000000000","52","2","57385900.00",0,1,0,0,0,0,1,0,0,0
995,"1","33",6,"16.0000000000000000","36","2","20388600.00",0,0,0,0,0,0,1,1,0,0
996,"1","10",2,"723.2500000000000000","0","1","0",0,0,0,0,0,0,0,0,0,0
997,"0","27",3,"365.2500000000000000","69","3","50764450.00",0,1,0,0,1,0,1,0,0,0
998,"1","33",6,"365.2500000000000000","168","4","114737700.00",1,1,0,0,0,0,1,1,0,0
999,"0","50",5,"984.5000000000000000","19","1","18891700.00",0,0,0,0,0,0,1,0,0,1
1000,"1","25",4,"1503.0000000000000000","54","3","20388600.00",0,0,0,0,1,0,1,1,0,1
1001,"1","12",1,"76.0000000000000000","24","2","2656800.00",0,0,0,0,0,1,0,0,1,0
1002,"1","17",5,"373.2500000000000000","28","2","17019800.00",0,0,0,0,0,0,1,0,1,0
1003,"1","35",6,"359.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1004,"0","37",9,"2284.5000000000000000","17","1","16903100.00",0,0,0,0,0,0,1,0,0,1
1005,"0","13",1,"1310.7500000000000000","38","2","4206600.00",0,0,0,0,0,1,0,0,1,1
1006,"1","70",5,"1370.7500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1007,"0","12",2,"1396.7500000000000000","38","2","4206600.00",0,0,0,0,0,1,0,0,1,1
1008,"0","19",10,"1203.7500000000000000","63","3","28217700.00",0,0,0,1,0,0,1,0,1,1
1009,"0","60",8,"1252.7500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1010,"0","28",7,"365.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1011,"1","31",3,"1634.0000000000000000","108","3","54684000.00",1,0,0,0,0,0,1,1,0,1
1012,"1","16",5,"1036.5000000000000000","50","2","55178750.00",0,1,0,0,0,0,1,0,0,1
1013,"0","22",10,"682.2500000000000000","60","2","66214500.00",0,1,0,0,0,0,1,0,0,0
1014,"0","30",8,"700.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1015,"0","34",5,"177.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1016,"0","28",6,"209.0000000000000000","34","2","23470200.00",1,0,0,0,0,0,1,0,0,0
1017,"0","37",9,"365.2500000000000000","13","1","12925900.00",0,0,0,0,0,0,1,0,0,0
1018,"0","6",1,"1321.7500000000000000","0","1","0",0,0,0,0,0,0,0,0,0,1
1019,"0","54",10,"88.0000000000000000","54","2","59593050.00",0,1,0,0,0,0,1,0,0,0
1020,"1","34",3,"365.2500000000000000","81","3","63329850.00",0,1,0,0,0,0,1,1,0,0
1021,"1","22",6,"1574.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1022,"1","32",5,"654.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1023,"0","36",5,"365.2500000000000000","13","1","12925900.00",0,0,0,0,0,0,1,0,0,0
1024,"0","20",7,"2106.2500000000000000","62","2","68421650.00",0,1,0,0,0,0,1,0,0,1
1025,"0","12",2,"643.2500000000000000","0","1","0",0,0,0,0,0,0,0,0,0,0
1026,"1","28",6,"978.5000000000000000","104","4","35206600.00",0,0,0,0,1,0,1,1,1,1
1027,"0","23",10,"1741.0000000000000000","152","4","88735700.00",0,1,0,1,1,0,1,0,0,1
1028,"0","34",6,"365.2500000000000000","48","2","52971600.00",0,1,0,0,0,0,1,0,0,0
1029,"0","26",4,"133.0000000000000000","111","3","95957650.00",1,1,0,0,0,0,1,0,0,0
1030,"1","21",5,"1919.2500000000000000","84","4","28436100.00",0,0,0,0,1,0,1,1,1,1
1031,"1","9",1,"1080.5000000000000000","38","2","4206600.00",0,0,0,0,0,1,0,0,1,1
1032,"1","33",7,"1365.7500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1033,"0","9",2,"195.0000000000000000","0","1","0",0,0,0,0,0,0,0,0,0,0
1034,"1","8",1,"1651.0000000000000000","0","1","0",0,0,0,0,0,0,0,0,0,1
1035,"1","21",8,"996.5000000000000000","42","2","23786700.00",0,0,0,0,0,0,1,1,0,1
1036,"1","35",7,"1668.0000000000000000","120","4","70366500.00",0,1,0,0,1,0,1,1,0,1
1037,"0","22",6,"1033.5000000000000000","78","3","60713900.00",0,1,0,1,0,0,1,0,0,1
1038,"1","64",5,"721.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1039,"0","73",6,"2243.5000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1040,"1","62",5,"1711.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1041,"0","26",10,"358.0000000000000000","100","4","40050000.00",1,0,0,0,1,0,1,0,1,0
1042,"1","10",1,"663.2500000000000000","32","2","3542400.00",0,0,0,0,0,1,0,0,1,1
1043,"0","62",8,"679.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1044,"0","66",7,"177.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1045,"1","20",8,"372.2500000000000000","57","3","21521300.00",0,0,0,0,1,0,1,1,0,0
1046,"0","5",1,"45.0000000000000000","0","1","0",0,0,0,0,0,0,0,0,0,0
1047,"0","25",6,"1492.0000000000000000","15","1","14914500.00",0,0,0,0,0,0,1,0,0,1
1048,"1","29",8,"1589.0000000000000000","148","4","56203000.00",1,0,0,0,1,0,1,1,0,1
1049,"1","60",4,"660.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1050,"1","29",6,"1399.7500000000000000","108","3","54684000.00",1,0,0,0,0,0,1,1,0,1
1051,"0","20",6,"1078.5000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1052,"0","21",7,"179.0000000000000000","100","4","58378750.00",0,1,0,1,1,0,1,0,0,0
1053,"1","14",2,"491.2500000000000000","30","2","3321000.00",0,0,0,0,0,1,0,0,1,0
1054,"0","11",1,"1908.2500000000000000","0","1","0",0,0,0,0,0,0,0,0,0,1
1055,"1","18",5,"179.0000000000000000","50","2","55178750.00",0,1,0,0,0,0,1,0,0,0
1056,"0","50",4,"365.2500000000000000","99","3","76964250.00",0,1,1,0,0,0,1,0,0,0
1057,"0","13",1,"179.0000000000000000","34","2","3763800.00",0,0,0,0,0,1,0,0,1,0
1058,"0","72",4,"703.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1059,"1","10",2,"308.0000000000000000","0","1","0",0,0,0,0,0,0,0,0,0,0
1060,"0","18",10,"1795.0000000000000000","102","3","79395100.00",0,1,0,1,0,0,1,0,0,1
1061,"0","31",3,"1151.7500000000000000","12","1","11931600.00",0,0,0,0,0,0,1,0,0,1
1062,"0","27",7,"365.2500000000000000","54","3","39728700.00",0,1,0,0,1,0,1,0,0,0
1063,"0","23",5,"1657.0000000000000000","90","3","72856500.00",0,1,0,0,0,0,1,0,1,1
1064,"0","25",6,"179.0000000000000000","148","4","100693650.00",1,1,0,1,0,0,1,0,0,0
1065,"0","24",8,"365.2500000000000000","44","2","48557300.00",0,1,0,0,0,0,1,0,0,0
1066,"0","32",8,"1969.2500000000000000","99","3","85583850.00",1,1,0,0,0,0,1,0,0,1
1067,"0","11",1,"1446.7500000000000000","0","1","0",0,0,0,0,0,0,0,0,0,1
1068,"0","36",5,"382.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1069,"1","21",5,"1010.5000000000000000","112","4","65675400.00",0,1,0,0,1,0,1,1,0,1
1070,"0","25",10,"1181.7500000000000000","50","2","55178750.00",0,1,0,0,0,0,1,0,0,1
1071,"0","21",3,"733.5000000000000000","12","1","11931600.00",0,0,0,0,0,0,1,0,0,1
1072,"1","67",8,"1673.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1073,"0","43",7,"365.2500000000000000","19","1","18891700.00",0,0,0,0,0,0,1,0,0,0
1074,"0","59",7,"1960.2500000000000000","18","1","17897400.00",0,0,0,0,0,0,1,0,0,1
1075,"1","24",4,"730.5000000000000000","75","3","28317500.00",0,0,0,0,1,0,1,1,0,0
1076,"0","6",1,"1108.7500000000000000","0","1","0",0,0,0,0,0,0,0,0,0,1
1077,"0","29",9,"755.5000000000000000","84","4","50999550.00",0,1,0,0,1,0,1,0,1,0
1078,"0","21",10,"1947.2500000000000000","50","2","28057500.00",0,0,0,1,0,0,1,0,0,1
1079,"0","56",9,"703.2500000000000000","52","2","57385900.00",0,1,0,0,0,0,1,0,0,0
1080,"1","9",2,"1486.0000000000000000","38","2","4206600.00",0,0,0,0,0,1,0,0,1,1
1081,"1","33",5,"1120.7500000000000000","69","3","26052100.00",0,0,0,0,1,0,1,1,0,1
1082,"0","20",4,"340.0000000000000000","66","3","29561400.00",0,0,0,1,0,0,1,0,1,0
1083,"0","21",4,"1480.0000000000000000","63","3","28217700.00",0,0,0,1,0,0,1,0,1,1
1084,"0","37",8,"1003.5000000000000000","19","1","18891700.00",0,0,0,0,0,0,1,0,0,1
1085,"1","6",2,"1745.0000000000000000","34","2","3763800.00",0,0,0,0,0,1,0,0,1,1
1086,"0","26",6,"314.0000000000000000","46","2","31753800.00",1,0,0,0,0,0,1,0,0,0
1087,"1","38",6,"365.2500000000000000","60","3","22654000.00",0,0,0,0,1,0,1,1,0,0
1088,"0","35",7,"365.2500000000000000","62","2","68421650.00",0,1,0,0,0,0,1,0,0,0
1089,"0","30",5,"1742.0000000000000000","56","2","38656800.00",1,0,0,0,0,0,1,0,0,1
1090,"0","33",6,"1787.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1091,"0","17",6,"734.5000000000000000","84","3","65384200.00",0,1,0,1,0,0,1,0,0,1
1092,"1","18",6,"1791.0000000000000000","0","1","0",0,0,0,0,0,0,0,0,0,1
1093,"0","32",9,"152.0000000000000000","90","3","77803500.00",1,1,0,0,0,0,1,0,0,0
1094,"0","18",8,"365.2500000000000000","117","3","91070850.00",0,1,0,1,0,0,1,0,0,0
1095,"0","5",1,"889.5000000000000000","28","2","3099600.00",0,0,0,0,0,1,0,0,1,1
1096,"0","33",3,"1935.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1097,"1","6",2,"110.0000000000000000","0","1","0",0,0,0,0,0,0,0,0,0,0
1098,"1","27",10,"1451.7500000000000000","57","3","21521300.00",0,0,0,0,1,0,1,1,0,1
1099,"1","19",9,"1378.7500000000000000","84","4","28436100.00",0,0,0,0,1,0,1,1,1,1
1100,"0","24",7,"758.5000000000000000","78","3","57385900.00",0,1,0,0,1,0,1,0,0,1
1101,"1","28",8,"1918.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1102,"1","14",2,"1309.7500000000000000","22","2","2435400.00",0,0,0,0,0,1,0,0,1,1
1103,"0","52",3,"905.5000000000000000","12","1","11931600.00",0,0,0,0,0,0,1,0,0,1
1104,"0","27",4,"273.0000000000000000","52","2","57385900.00",0,1,0,0,0,0,1,0,0,0
1105,"0","35",7,"365.2500000000000000","40","2","44143000.00",0,1,0,0,0,0,1,0,0,0
1106,"0","30",3,"672.2500000000000000","90","3","72856500.00",0,1,0,0,0,0,1,0,1,0
1107,"1","24",5,"694.2500000000000000","63","3","23786700.00",0,0,0,0,1,0,1,1,0,1
1108,"0","21",9,"1971.2500000000000000","117","3","91070850.00",0,1,0,1,0,0,1,0,0,1
1109,"1","25",5,"280.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1110,"1","25",4,"1273.7500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1111,"0","29",10,"660.2500000000000000","17","1","16903100.00",0,0,0,0,0,0,1,0,0,0
1112,"0","24",10,"1861.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1113,"1","10",1,"1887.2500000000000000","0","2","0",0,0,0,0,0,0,0,0,0,1
1114,"0","29",8,"358.0000000000000000","111","3","95957650.00",1,1,0,0,0,0,1,0,0,0
1115,"1","31",10,"1011.5000000000000000","75","3","28317500.00",0,0,0,0,1,0,1,1,0,1
1116,"1","59",4,"725.2500000000000000","128","4","75057600.00",0,1,0,0,1,0,1,1,0,1
1117,"1","58",9,"365.2500000000000000","128","4","75057600.00",0,1,0,0,1,0,1,1,0,0
1118,"0","25",7,"358.0000000000000000","50","2","55178750.00",0,1,0,0,0,0,1,0,0,0
1119,"1","27",10,"177.0000000000000000","0","3","0",0,0,0,0,0,0,0,0,0,0
1120,"1","22",9,"701.2500000000000000","0","3","0",0,0,0,0,0,0,0,0,0,0
1121,"0","17",6,"207.0000000000000000","69","3","55856650.00",0,1,0,0,0,0,1,0,1,0
1122,"1","34",7,"705.2500000000000000","63","3","23786700.00",0,0,0,0,1,0,1,1,0,0
1123,"0","8",1,"1688.0000000000000000","0","1","0",0,0,0,0,0,0,0,0,0,1
1124,"0","22",6,"1563.0000000000000000","12","1","11931600.00",0,0,0,0,0,0,1,0,0,1
1125,"0","38",4,"730.5000000000000000","11","1","10937300.00",0,0,0,0,0,0,1,0,0,0
1126,"0","30",7,"1451.7500000000000000","42","2","28992600.00",1,0,0,0,0,0,1,0,0,1
1127,"0","11",1,"1380.7500000000000000","0","1","0",0,0,0,0,0,0,0,0,0,1
1128,"1","23",9,"1261.7500000000000000","246","6","121083250.00",1,1,0,0,1,0,1,1,1,1
1129,"1","19",6,"1133.7500000000000000","13","1","12925900.00",0,0,0,0,0,0,1,0,0,1
1130,"1","62",7,"114.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1131,"0","10",1,"365.2500000000000000","34","2","3763800.00",0,0,0,0,0,1,0,0,1,0
1132,"0","25",10,"1768.0000000000000000","93","3","80396950.00",1,1,0,0,0,0,1,0,0,1
1133,"1","70",5,"853.5000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1134,"0","31",10,"647.2500000000000000","111","3","95957650.00",1,1,0,0,0,0,1,0,0,0
1135,"0","18",4,"895.5000000000000000","66","3","29561400.00",0,0,0,1,0,0,1,0,1,1
1136,"0","20",9,"365.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1137,"1","32",3,"365.2500000000000000","144","4","54684000.00",1,0,0,0,1,0,1,1,0,0
1138,"0","23",5,"365.2500000000000000","52","2","57385900.00",0,1,0,0,0,0,1,0,0,0
1139,"1","22",7,"1746.0000000000000000","69","3","26052100.00",0,0,0,0,1,0,1,1,0,1
1140,"0","65",7,"2053.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1141,"1","26",5,"1778.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1142,"1","6",2,"1964.2500000000000000","0","1","0",0,0,0,0,0,0,0,0,0,1
1143,"0","33",4,"1124.7500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1144,"1","29",3,"360.0000000000000000","42","2","23786700.00",0,0,0,0,0,0,1,1,0,0
1145,"0","47",10,"1675.0000000000000000","52","2","57385900.00",0,1,0,0,0,0,1,0,0,1
1146,"1","49",8,"1593.0000000000000000","48","2","27184800.00",0,0,0,0,0,0,1,1,0,1
1147,"1","39",9,"730.5000000000000000","48","2","27184800.00",0,0,0,0,0,0,1,1,0,0
1148,"0","26",6,"1404.7500000000000000","87","3","75210050.00",1,1,0,0,0,0,1,0,0,1
1149,"0","20",5,"365.2500000000000000","128","4","77713600.00",0,1,0,0,1,0,1,0,1,0
1150,"0","4",1,"365.2500000000000000","0","1","0",0,0,0,0,0,0,0,0,0,0
1151,"1","7",2,"365.2500000000000000","38","2","4206600.00",0,0,0,0,0,1,0,0,1,0
1152,"1","27",5,"292.0000000000000000","46","2","26052100.00",0,0,0,0,0,0,1,1,0,0
1153,"1","5",1,"730.5000000000000000","34","2","3763800.00",0,0,0,0,0,1,0,0,1,0
1154,"0","48",8,"1012.5000000000000000","17","1","16903100.00",0,0,0,0,0,0,1,0,0,1
1155,"0","48",10,"365.2500000000000000","16","1","15908800.00",0,0,0,0,0,0,1,0,0,0
1156,"0","31",7,"207.0000000000000000","93","3","80396950.00",1,1,0,0,0,0,1,0,0,0
1157,"0","21",7,"1828.2500000000000000","0","2","0",0,0,0,0,0,0,0,0,0,1
1158,"1","28",5,"1895.2500000000000000","136","4","51646000.00",1,0,0,0,1,0,1,1,0,1
1159,"0","53",3,"1515.0000000000000000","38","2","41935850.00",0,1,0,0,0,0,1,0,0,1
1160,"0","28",7,"1505.0000000000000000","108","3","93364200.00",1,1,0,0,0,0,1,0,0,1
1161,"1","15",10,"354.0000000000000000","17","1","16903100.00",0,0,0,0,0,0,1,0,0,0
1162,"0","23",9,"717.2500000000000000","36","2","21882600.00",0,0,0,0,0,0,1,0,1,0
1163,"1","11",2,"349.0000000000000000","32","2","3542400.00",0,0,0,0,0,1,0,0,1,0
1164,"0","9",1,"1060.5000000000000000","20","2","2214000.00",0,0,0,0,0,1,0,0,1,1
1165,"1","8",1,"1671.0000000000000000","24","2","2656800.00",0,0,0,0,0,1,0,0,1,1
1166,"0","47",9,"179.0000000000000000","52","2","57385900.00",0,1,0,0,0,0,1,0,0,0
1167,"1","53",8,"1014.5000000000000000","78","3","60984300.00",0,1,0,0,0,0,1,1,0,1
1168,"0","26",4,"1609.0000000000000000","44","2","30373200.00",1,0,0,0,0,0,1,0,0,1
1169,"0","38",5,"1923.2500000000000000","52","2","57385900.00",0,1,0,0,0,0,1,0,0,1
1170,"1","28",9,"1424.7500000000000000","50","2","28317500.00",0,0,0,0,0,0,1,1,0,1
1171,"0","37",3,"365.2500000000000000","84","3","67999400.00",0,1,0,0,0,0,1,0,1,0
1172,"0","20",6,"1078.5000000000000000","81","3","36279900.00",0,0,0,1,0,0,1,0,1,0
1173,"0","62",5,"1497.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1174,"0","37",8,"365.2500000000000000","14","1","13920200.00",0,0,0,0,0,0,1,0,0,0
1175,"1","34",7,"365.2500000000000000","116","4","44051000.00",1,0,0,0,1,0,1,1,0,0
1176,"0","19",4,"365.2500000000000000","93","3","72389650.00",0,1,0,1,0,0,1,0,0,0
1177,"1","23",6,"128.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1178,"0","28",3,"109.0000000000000000","52","2","57385900.00",0,1,0,0,0,0,1,0,0,0
1179,"0","26",8,"179.0000000000000000","56","2","38656800.00",1,0,0,0,0,0,1,0,0,0
1180,"0","21",7,"766.5000000000000000","64","2","70628800.00",0,1,0,0,0,0,1,0,0,1
1181,"0","4",2,"658.2500000000000000","24","2","2656800.00",0,0,0,0,0,1,0,0,1,0
1182,"1","36",10,"1140.7500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1183,"1","5",2,"1900.2500000000000000","30","2","3321000.00",0,0,0,0,0,1,0,0,1,1
1184,"1","41",4,"1262.7500000000000000","32","2","18123200.00",0,0,0,0,0,0,1,1,0,1
1185,"0","69",8,"1557.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1186,"1","8",1,"1449.7500000000000000","32","2","3542400.00",0,0,0,0,0,1,0,0,1,1
1187,"0","19",5,"1008.5000000000000000","19","1","18891700.00",0,0,0,0,0,0,1,0,0,1
1188,"1","30",8,"365.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1189,"0","25",3,"725.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1190,"1","49",10,"482.2500000000000000","38","2","21521300.00",0,0,0,0,0,0,1,1,0,0
1191,"0","24",9,"365.2500000000000000","57","3","30438000.00",1,0,0,0,0,0,1,0,1,0
1192,"0","26",10,"1977.2500000000000000","60","2","66214500.00",0,1,0,0,0,0,1,0,0,1
1193,"1","37",8,"1510.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1194,"0","32",4,"1690.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1195,"0","53",3,"365.2500000000000000","40","2","44143000.00",0,1,0,0,0,0,1,0,0,0
1196,"0","68",9,"365.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1197,"0","38",4,"724.2500000000000000","18","1","17897400.00",0,0,0,0,0,0,1,0,0,0
1198,"1","20",7,"365.2500000000000000","46","2","26052100.00",0,0,0,0,0,0,1,1,0,0
1199,"1","20",9,"28.0000000000000000","64","4","21665600.00",0,0,0,0,1,0,1,1,1,0
1200,"1","37",6,"358.0000000000000000","69","3","26052100.00",0,0,0,0,1,0,1,1,0,0
1201,"0","9",1,"336.0000000000000000","24","2","2656800.00",0,0,0,0,0,1,0,0,1,0
1202,"1","45",9,"2137.2500000000000000","51","3","19255900.00",0,0,0,0,1,0,1,1,0,1
1203,"0","67",8,"1332.7500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1204,"1","38",3,"687.2500000000000000","84","3","65675400.00",0,1,0,0,0,0,1,1,0,0
1205,"1","36",8,"1502.0000000000000000","51","3","19255900.00",0,0,0,0,1,0,1,1,0,1
1206,"1","37",10,"1867.2500000000000000","0","3","0",0,0,0,0,0,0,0,0,0,1
1207,"1","26",5,"1232.7500000000000000","128","4","48608000.00",1,0,0,0,1,0,1,1,0,1
1208,"0","33",9,"1744.0000000000000000","14","1","13920200.00",0,0,0,0,0,0,1,0,0,1
1209,"1","26",10,"897.5000000000000000","120","4","45570000.00",1,0,0,0,1,0,1,1,0,1
1210,"0","44",4,"833.5000000000000000","40","2","22388000.00",0,0,1,0,0,0,1,0,0,1
1211,"0","32",9,"1249.7500000000000000","19","1","18891700.00",0,0,0,0,0,0,1,0,0,1
1212,"1","12",2,"365.2500000000000000","24","2","2656800.00",0,0,0,0,0,1,0,0,1,0
1213,"0","31",10,"1043.5000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1214,"0","17",5,"199.0000000000000000","0","2","0",0,0,0,0,0,0,0,0,0,0
1215,"0","36",4,"365.2500000000000000","36","2","39728700.00",0,1,0,0,0,0,1,0,0,0
1216,"0","19",6,"177.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1217,"0","44",6,"826.5000000000000000","34","2","37521550.00",0,1,0,0,0,0,1,0,0,1
1218,"1","9",2,"1077.5000000000000000","28","2","3099600.00",0,0,0,0,0,1,0,0,1,1
1219,"1","24",7,"1553.0000000000000000","48","3","21665600.00",0,0,0,0,0,0,1,1,1,1
1220,"0","6",2,"365.2500000000000000","24","2","2656800.00",0,0,0,0,0,1,0,0,1,0
1221,"1","8",2,"730.5000000000000000","0","1","0",0,0,0,0,0,0,0,0,0,0
1222,"0","23",5,"1891.2500000000000000","0","2","0",0,0,0,0,0,0,0,0,0,1
1223,"1","32",5,"1217.7500000000000000","54","3","20388600.00",0,0,0,0,1,0,1,1,0,1
1224,"1","22",8,"1532.0000000000000000","66","3","24919400.00",0,0,0,0,1,0,1,1,0,1
1225,"1","34",3,"730.5000000000000000","96","3","48608000.00",1,0,0,0,0,0,1,1,0,0
1226,"0","19",3,"1408.7500000000000000","36","2","20201400.00",0,0,0,1,0,0,1,0,0,1
1227,"0","37",4,"675.2500000000000000","54","3","21882600.00",0,0,0,0,1,0,1,0,1,0
1228,"1","21",3,"2293.5000000000000000","40","2","22654000.00",0,0,0,0,0,0,1,1,0,1
1229,"0","27",8,"1060.5000000000000000","105","3","90770750.00",1,1,0,0,0,0,1,0,0,1
1230,"0","17",8,"216.0000000000000000","0","2","0",0,0,0,0,0,0,0,0,0,0
1231,"1","10",2,"1427.7500000000000000","32","2","3542400.00",0,0,0,0,0,1,0,0,1,1
1232,"0","26",3,"1194.7500000000000000","57","3","30438000.00",1,0,0,0,0,0,1,0,1,1
1233,"0","70",7,"715.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1234,"0","12",2,"365.2500000000000000","0","1","0",0,0,0,0,0,0,0,0,0,0
1235,"0","29",4,"1589.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1236,"1","6",2,"1672.0000000000000000","34","2","3763800.00",0,0,0,0,0,1,0,0,1,1
1237,"0","17",7,"286.0000000000000000","81","3","63049050.00",0,1,0,1,0,0,1,0,0,0
1238,"1","29",6,"365.2500000000000000","140","4","53165000.00",1,0,0,0,1,0,1,1,0,0
1239,"0","20",8,"1949.2500000000000000","58","2","32546700.00",0,0,0,1,0,0,1,0,0,1
1240,"0","15",9,"365.2500000000000000","99","3","77059950.00",0,1,0,1,0,0,1,0,0,0
1241,"1","22",5,"206.0000000000000000","36","2","20388600.00",0,0,0,0,0,0,1,1,0,0
1242,"1","72",6,"2242.5000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1243,"1","5",1,"1203.7500000000000000","0","1","0",0,0,0,0,0,0,0,0,0,1
1244,"0","35",8,"177.0000000000000000","50","2","55178750.00",0,1,0,0,0,0,1,0,0,0
1245,"0","68",6,"365.2500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,0
1246,"0","30",9,"2253.5000000000000000","0","2","0",0,0,0,0,0,0,0,0,0,1
1247,"1","5",2,"1068.5000000000000000","0","1","0",0,0,0,0,0,0,0,0,0,0
1248,"0","35",7,"2324.5000000000000000","26","2","15804100.00",0,0,0,0,0,0,1,0,1,1
1249,"0","29",4,"1311.7500000000000000","42","2","46350150.00",0,1,0,0,0,0,1,0,0,1
1250,"1","27",3,"1517.0000000000000000","81","3","63329850.00",0,1,0,0,0,0,1,1,0,1
1251,"0","17",8,"365.2500000000000000","62","2","34791300.00",0,0,0,1,0,0,1,0,0,0
1252,"0","59",9,"365.2500000000000000","0","2","0",0,0,0,0,0,0,0,0,0,0
1253,"0","73",10,"1376.7500000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1254,"1","27",5,"1265.7500000000000000","78","3","29450200.00",0,0,0,0,1,0,1,1,0,1
1255,"1","20",10,"1029.5000000000000000","148","4","86785350.00",0,1,0,0,1,0,1,1,0,1
1256,"0","21",8,"861.5000000000000000","52","2","57385900.00",0,1,0,0,0,0,1,0,0,1
1257,"1","18",7,"1546.0000000000000000","15","1","14914500.00",0,0,0,0,0,0,1,0,0,1
1258,"1","27",3,"1571.0000000000000000","0","0","0",0,0,0,0,0,0,0,0,0,1
1259,"0","25",4,"709.2500000000000000","105","3","90770750.00",1,1,0,0,0,0,1,0,0,1
1260,"0","6",2,"353.0000000000000000","22","2","2435400.00",0,0,0,0,0,1,0,0,1,0
1261,"1","23",4,"884.5000000000000000","66","3","24919400.00",0,0,0,0,1,0,1,1,0,1
1262,"0","24",3,"1242.7500000000000000","168","4","114300900.00",1,1,0,1,0,0,1,0,0,1
1263,"1","11",2,"736.5000000000000000","0","1","0",0,0,0,0,0,0,0,0,0,0
1264,"0","28",8,"358.0000000000000000","96","3","82990400.00",1,1,0,0,0,0,1,0,0,0
1265,"0","7",2,"365.2500000000000000","34","2","3763800.00",0,0,0,0,0,1,0,0,1,0
1266,"0","34",8,"177.0000000000000000","50","2","55178750.00",0,1,0,0,0,0,1,0,0,0
1267,"0","5",1,"1728.0000000000000000","34","2","3763800.00",0,0,0,0,0,1,0,0,1,1
1268,"0","37",10,"2143.2500000000000000","30","2","18235500.00",0,0,0,0,0,0,1,0,1,1
1269,"1","36",5,"1362.7500000000000000","54","3","20388600.00",0,0,0,0,1,0,1,1,0,1
